File Name,Author Name,Link,Total Articles Count,Total Citations (Copied),Total Citations (Calculated),... Count,... Citation Count,False Count,False Citation Count
"Martina Rau.txt
","Martina Rau
","https://scholar.google.com/citations?hl=en&user=bZQk_NkAAAAJ
",76,699,699,2,4,3,0
"Jeannette Bohg.txt
","Jeannette Bohg
","https://scholar.google.com/citations?hl=en&user=rjnJnEkAAAAJ
",76,1645,1645,7,116,2,20
"John Canny.txt
","John Canny
","https://scholar.google.com/citations?hl=en&user=LAv0HTEAAAAJ
",374,54825,56327,9,6,15,504
"Grant Schoenebeck.txt
","Grant Schoenebeck
","https://scholar.google.com/citations?hl=en&user=m4zCAPoAAAAJ
",49,1532,1532,1,0,1,15
"Ravi Ramamoorthi.txt
","Ravi Ramamoorthi
","https://scholar.google.com/citations?hl=en&user=q0MzO6cAAAAJ
",213,11752,11752,10,235,6,90
"Charalampos Papamanthou.txt
","Charalampos Papamanthou
","https://scholar.google.com/citations?hl=en&user=4k0lzWwAAAAJ
",94,5239,5239,4,18,1,0
"Caroline Uhler.txt
","Caroline Uhler
","https://scholar.google.com/citations?hl=en&user=dIJFcaoAAAAJ
",63,1469,1469,2,12,1,89
"Omri Weinstein.txt
","Omri Weinstein
","https://scholar.google.com/citations?hl=en&user=oRi9TIwAAAAJ
",46,593,593,2,0,1,2
"Guy Hoffman.txt
","Guy Hoffman
","https://scholar.google.com/citations?hl=en&user=ZocLOAMAAAAJ
",101,2806,2806,1,0,0,0
"Aravind Srinivasan.txt
","Aravind Srinivasan
","https://scholar.google.com/citations?hl=en&user=sPzla6IAAAAJ
",359,12920,12920,26,248,21,163
"Anupam Gupta.txt
","Anupam Gupta
","https://scholar.google.com/citations?hl=en&user=QuwaU-8AAAAJ
",218,8740,9245,3,300,1,9
"Richard Vuduc.txt
","Richard Vuduc
","https://scholar.google.com/citations?hl=en&user=CCGI7x4AAAAJ
",215,6456,6456,10,405,4,15
"Stephen Wright.txt
","Stephen Wright
","https://scholar.google.com/citations?hl=en&user=VFQRIOwAAAAJ
",325,51937,78177,5,12,10,26248
"Ben Liblit.txt
","Ben Liblit
","https://scholar.google.com/citations?hl=en&user=nvR1mBgAAAAJ
",115,5175,5175,11,148,7,219
"Jacob Wobbrock.txt
","Jacob Wobbrock
","https://scholar.google.com/citations?hl=en&user=TmZ3howAAAAJ
",213,13205,13205,13,967,6,199
"Max Shulaker.txt
","Max Shulaker
","https://scholar.google.com/citations?hl=en&user=ac1SojMAAAAJ
",61,1851,1851,10,67,0,0
"Karthikeyan Sankaralingam.txt
","Karthikeyan Sankaralingam
","https://scholar.google.com/citations?hl=en&user=O0W9jEQAAAAJ
",160,6415,6415,21,362,11,136
"Steven Nowick.txt
","Steven Nowick
","https://scholar.google.com/citations?hl=en&user=gaXiAekAAAAJ
",135,5194,5194,1,0,3,202
"Sonia Chernova.txt
","Sonia Chernova
","https://scholar.google.com/citations?hl=en&user=EYo_WkEAAAAJ
",137,4539,4539,5,62,2,5
"Sergey Levine.txt
","Sergey Levine
","https://scholar.google.com/citations?hl=en&user=8R35rCwAAAAJ
",247,14912,14912,19,518,0,0
"Aaron Schulman.txt
","Aaron Schulman
","https://scholar.google.com/citations?hl=en&user=OP27m34AAAAJ
",32,991,991,6,130,0,0
"Hao Su.txt
","Hao Su
","https://scholar.google.com/citations?hl=en&user=1P8Zu04AAAAJ
",72,19186,19260,2,826,2,17
"Munmun Choudhury.txt
","Munmun Choudhury
","https://scholar.google.com/citations?hl=en&user=Z9Pfp6UAAAAJ
",128,5627,5627,9,28,0,0
"Larry Davis.txt
","Larry Davis
","https://scholar.google.com/citations?hl=en&user=lc0ARagAAAAJ
",500,59750,58706,8,634,10,588
"Mosharaf Chowdhury.txt
","Mosharaf Chowdhury
","https://scholar.google.com/citations?hl=en&user=Dzh5C9EAAAAJ
",50,15203,15412,0,0,9,3233
"Vishal Misra.txt
","Vishal Misra
","https://scholar.google.com/citations?hl=en&user=9hPnkXsAAAAJ
",197,12751,12751,14,0,5,90
"Xiaojin Zhu.txt
","Xiaojin Zhu
","https://scholar.google.com/citations?hl=en&user=hqTu-QcAAAAJ
",500,20399,19998,14,176,317,3649
"Eytan Ruppin.txt
","Eytan Ruppin
","https://scholar.google.com/citations?hl=en&user=L3KXa3cAAAAJ
",434,18285,18285,88,4286,18,405
"Tim Kraska.txt
","Tim Kraska
","https://scholar.google.com/citations?hl=en&user=biuxbRsAAAAJ
",137,5464,5464,11,319,3,51
"Ronitt Rubinfeld.txt
","Ronitt Rubinfeld
","https://scholar.google.com/citations?hl=en&user=pZhZndYAAAAJ
",196,7449,7449,20,90,7,68
"Luca Carloni.txt
","Luca Carloni
","https://scholar.google.com/citations?hl=en&user=sEAoh3MAAAAJ
",215,7041,7041,24,469,2,11
"Jan Hoffmann.txt
","Jan Hoffmann
","https://scholar.google.com/citations?hl=en&user=gdWrCjEAAAAJ
",60,1706,1706,1,0,1,0
"Luca Trevisan.txt
","Luca Trevisan
","https://scholar.google.com/citations?hl=en&user=4yuKD_AAAAAJ
",224,7677,7677,19,69,8,43
"Arun Kumar.txt
","Arun Kumar
","https://scholar.google.com/citations?hl=en&user=GEQK6kYAAAAJ
",500,36672,30270,52,4861,15,1927
"Clifford Stein.txt
","Clifford Stein
","https://scholar.google.com/citations?hl=en&user=r49_E2cAAAAJ
",286,64168,64168,20,228,28,2699
"Mingyan Liu.txt
","Mingyan Liu
","https://scholar.google.com/citations?hl=en&user=WiIM-MgAAAAJ
",254,9425,9425,6,40,2,12
"Howie Choset.txt
","Howie Choset
","https://scholar.google.com/citations?hl=en&user=4fvo61oAAAAJ
",500,17755,17755,34,792,11,99
"Jian Peng.txt
","Jian Peng
","https://scholar.google.com/citations?hl=en&user=H2JX-RQAAAAJ
",129,4997,4997,8,880,2,214
"Pieter Abbeel.txt
","Pieter Abbeel
","https://scholar.google.com/citations?hl=en&user=vtwH6GkAAAAJ
",361,28261,28261,32,3547,11,521
"Kirill Levchenko.txt
","Kirill Levchenko
","https://scholar.google.com/citations?hl=en&user=bVGlTd4AAAAJ
",80,4243,4243,10,322,3,53
"Zachary Tatlock.txt
","Zachary Tatlock
","https://scholar.google.com/citations?hl=en&user=jz2Tvk4AAAAJ
",52,1041,1041,3,9,3,0
"Adam Chlipala.txt
","Adam Chlipala
","https://scholar.google.com/citations?hl=en&user=Imh0w3AAAAAJ
",110,2448,2448,3,0,2,0
"Jian Huang.txt
","Jian Huang
","https://scholar.google.com/citations?hl=en&user=01hkN4IAAAAJ
",217,2382,2405,3,46,19,29
"Duane Boning.txt
","Duane Boning
","https://scholar.google.com/citations?hl=en&user=oIdI_PcAAAAJ
",400,6323,6626,27,72,24,637
"John Kubiatowicz.txt
","John Kubiatowicz
","https://scholar.google.com/citations?hl=en&user=00M1AqQAAAAJ
",223,25298,25298,33,1627,8,493
"Richard Lipton.txt
","Richard Lipton
","https://scholar.google.com/citations?hl=en&user=Jrr6ricAAAAJ
",500,140501,133564,75,43792,12,9853
"Russell Impagliazzo.txt
","Russell Impagliazzo
","https://scholar.google.com/citations?hl=en&user=VwQRddkAAAAJ
",238,16079,16079,20,27,6,183
"Shaowen Wang.txt
","Shaowen Wang
","https://scholar.google.com/citations?hl=en&user=qcUhJIcAAAAJ
",193,5315,5315,18,113,5,2122
"Wenke Lee.txt
","Wenke Lee
","https://scholar.google.com/citations?hl=en&user=nfkH5V4AAAAJ
",269,35087,35199,12,34,3,26
"Tom Goldstein.txt
","Tom Goldstein
","https://scholar.google.com/citations?hl=en&user=KmSuVtgAAAAJ
",129,6810,6810,12,242,4,2
"Kris Hauser.txt
","Kris Hauser
","https://scholar.google.com/citations?hl=en&user=-sGaL8sAAAAJ
",136,2894,2894,7,1,1,1
"Alonzo Kelly.txt
","Alonzo Kelly
","https://scholar.google.com/citations?hl=en&user=W7yeGUoAAAAJ
",334,8734,8734,20,1470,11,502
"Kunle Olukotun.txt
","Kunle Olukotun
","https://scholar.google.com/citations?hl=en&user=IzXDyR8AAAAJ
",260,18692,18845,62,3877,29,1877
"Alessandro Orso.txt
","Alessandro Orso
","https://scholar.google.com/citations?hl=en&user=wCfYkMkAAAAJ
",182,9761,9761,12,9,6,170
"Alex Snoeren.txt
","Alex Snoeren
","https://scholar.google.com/citations?hl=en&user=lBzZU1IAAAAJ
",164,10535,10999,23,847,2,91
"Rebecca Grinter.txt
","Rebecca Grinter
","https://scholar.google.com/citations?hl=en&user=PNalJ58AAAAJ
",156,13695,13695,11,326,7,421
"Alex Orailoglu.txt
","Alex Orailoglu
","https://scholar.google.com/citations?hl=en&user=RJhla18AAAAJ
",379,4029,4029,44,98,20,197
"Silvio Savarese.txt
","Silvio Savarese
","https://scholar.google.com/citations?hl=en&user=ImpbxLsAAAAJ
",305,14650,14650,16,1096,9,255
"Krste Asanovic.txt
","Krste Asanovic
","https://scholar.google.com/citations?hl=en&user=e4I7ihkAAAAJ
",340,16159,16159,50,2464,86,3513
"Philip Resnik.txt
","Philip Resnik
","https://scholar.google.com/citations?hl=en&user=71BFWc0AAAAJ
",230,17453,17453,19,654,7,518
"Eric Brewer.txt
","Eric Brewer
","https://scholar.google.com/citations?hl=en&user=BbzYzsgAAAAJ
",287,28285,29973,15,2502,9,195
"Martha Kim.txt
","Martha Kim
","https://scholar.google.com/citations?hl=en&user=gFb9vegAAAAJ
",68,1143,1143,13,367,9,118
"Jenna Wiens.txt
","Jenna Wiens
","https://scholar.google.com/citations?hl=en&user=fvEfKxkAAAAJ
",50,433,433,5,20,1,0
"Dhruv Batra.txt
","Dhruv Batra
","https://scholar.google.com/citations?hl=en&user=_bs7PqgAAAAJ
",185,7936,8585,21,553,4,12
"Eric Xing.txt
","Eric Xing
","https://scholar.google.com/citations?hl=en&user=5pKTRxEAAAAJ
",500,26240,26240,18,1099,24,783
"Moinuddin Qureshi.txt
","Moinuddin Qureshi
","https://scholar.google.com/citations?hl=en&user=EWU0STsAAAAJ
",130,8718,8718,16,86,1,0
"Aaron Sidford.txt
","Aaron Sidford
","https://scholar.google.com/citations?hl=en&user=SWqd2rgAAAAJ
",64,1919,1919,2,1,0,0
"Jarek Rossignac.txt
","Jarek Rossignac
","https://scholar.google.com/citations?hl=en&user=Q3KRC5gAAAAJ
",359,14468,14536,34,360,17,1744
"Randy Katz.txt
","Randy Katz
","https://scholar.google.com/citations?hl=en&user=PkfChMgAAAAJ
",500,76459,76459,17,1380,32,1018
"Amitabh Varshney.txt
","Amitabh Varshney
","https://scholar.google.com/citations?hl=en&user=b053OdAAAAAJ
",159,8107,8107,6,94,12,24
"Michael Collins.txt
","Michael Collins
","https://scholar.google.com/citations?hl=en&user=DxoenfgAAAAJ
",110,21512,21531,1,372,1,90
"Julia Hockenmaier.txt
","Julia Hockenmaier
","https://scholar.google.com/citations?hl=en&user=iIiVrrQAAAAJ
",81,5347,5347,3,747,2,15
"Bruce Tidor.txt
","Bruce Tidor
","https://scholar.google.com/citations?hl=en&user=0YlwI5MAAAAJ
",283,16798,16798,26,6383,25,49
"Ellen Zegura.txt
","Ellen Zegura
","https://scholar.google.com/citations?hl=en&user=Z6EHuGcAAAAJ
",271,16972,16972,21,43,21,384
"David Forsyth.txt
","David Forsyth
","https://scholar.google.com/citations?hl=en&user=5H0arvkAAAAJ
",411,31362,31362,32,1754,44,1240
"Dan Boneh.txt
","Dan Boneh
","https://scholar.google.com/citations?hl=en&user=MwLqCs4AAAAJ
",441,72841,72841,22,1273,21,1634
"Moses Charikar.txt
","Moses Charikar
","https://scholar.google.com/citations?hl=en&user=zX3ba1kAAAAJ
",143,15899,15899,1,63,0,0
"Mohammed El-Kebir.txt
","Mohammed El-Kebir
","https://scholar.google.com/citations?hl=en&user=8mUzslcAAAAJ
",37,780,780,2,11,1,91
"Nancy Pollard.txt
","Nancy Pollard
","https://scholar.google.com/citations?hl=en&user=Lsr_-hsAAAAJ
",128,6407,6407,6,72,4,5
"Deian Stefan.txt
","Deian Stefan
","https://scholar.google.com/citations?hl=en&user=qTVj7nwAAAAJ
",86,1379,1379,7,20,3,21
"Robert Nowak.txt
","Robert Nowak
","https://scholar.google.com/citations?hl=en&user=ljs_rkIAAAAJ
",126,197,197,2,10,7,3
"Michael Wellman.txt
","Michael Wellman
","https://scholar.google.com/citations?hl=en&user=UruIct4AAAAJ
",276,16871,16871,5,245,3,776
"Stefan Savage.txt
","Stefan Savage
","https://scholar.google.com/citations?hl=en&user=_JhgbioAAAAJ
",250,37443,37443,35,5190,12,319
"Nirupam Roy.txt
","Nirupam Roy
","https://scholar.google.com/citations?hl=en&user=B7gZ2kQAAAAJ
",60,634,634,11,126,0,0
"Seth Goldstein.txt
","Seth Goldstein
","https://scholar.google.com/citations?hl=en&user=P8iv3gMAAAAJ
",84,969,983,5,25,0,0
"Louis-Philippe Morency.txt
","Louis-Philippe Morency
","https://scholar.google.com/citations?hl=en&user=APgaFK0AAAAJ
",325,10341,10341,19,1205,10,101
"Zhiru Zhang.txt
","Zhiru Zhang
","https://scholar.google.com/citations?hl=en&user=x05pUHsAAAAJ
",81,2398,2398,6,182,0,0
"Yuanyuan Zhou.txt
","Yuanyuan Zhou
","https://scholar.google.com/citations?hl=en&user=rWl0U0oAAAAJ
",182,14020,14020,7,127,36,224
"Christopher Batten.txt
","Christopher Batten
","https://scholar.google.com/citations?hl=en&user=UGDVOZgAAAAJ
",63,2217,2217,10,34,0,0
"Fei Fang.txt
","Fei Fang
","https://scholar.google.com/citations?hl=en&user=R6jE0VEAAAAJ
",82,842,876,1,0,0,0
"Wojciech Matusik.txt
","Wojciech Matusik
","https://scholar.google.com/citations?hl=en&user=wbIMbL8AAAAJ
",280,14772,14772,19,879,8,258
"Koushik Sen.txt
","Koushik Sen
","https://scholar.google.com/citations?hl=en&user=Vn3L_ioAAAAJ
",218,14784,14784,16,951,15,226
"Steven Feiner.txt
","Steven Feiner
","https://scholar.google.com/citations?hl=en&user=PogsVkYAAAAJ
",499,43253,55121,47,431,29,8817
"Jennifer Listgarten.txt
","Jennifer Listgarten
","https://scholar.google.com/citations?hl=en&user=jhPhgf4AAAAJ
",70,4378,4378,12,1210,1,9
"Frank Pfenning.txt
","Frank Pfenning
","https://scholar.google.com/citations?hl=en&user=ghWKWBUAAAAJ
",500,14553,14553,17,0,20,1151
"ChengXiang Zhai.txt
","ChengXiang Zhai
","https://scholar.google.com/citations?hl=en&user=YU-baPIAAAAJ
",497,29258,29258,22,350,46,94
"Anna Karlin.txt
","Anna Karlin
","https://scholar.google.com/citations?hl=en&user=9ZGqm5QAAAAJ
",136,13719,13822,6,323,6,372
"George Pappas.txt
","George Pappas
","https://scholar.google.com/citations?hl=en&user=Kia-4B0AAAAJ
",473,27990,28176,21,1834,6,56
"Chris Peikert.txt
","Chris Peikert
","https://scholar.google.com/citations?hl=en&user=PiZymREAAAAJ
",92,11686,11686,3,0,1,0
"Su-In Lee.txt
","Su-In Lee
","https://scholar.google.com/citations?hl=en&user=3ifikJ0AAAAJ
",60,4517,4517,10,1841,1,14
"Vikas Singh.txt
","Vikas Singh
","https://scholar.google.com/citations?hl=en&user=O6Lj5WoAAAAJ
",500,3339,3396,84,676,7,509
"Devavrat Shah.txt
","Devavrat Shah
","https://scholar.google.com/citations?hl=en&user=3qPiYJoAAAAJ
",342,14734,14734,8,38,19,118
"Tom Mitchell.txt
","Tom Mitchell
","https://scholar.google.com/citations?hl=en&user=MnfzuPYAAAAJ
",500,50244,50814,47,977,39,7499
"Constantinos Daskalakis.txt
","Constantinos Daskalakis
","https://scholar.google.com/citations?hl=en&user=iTv2cOgAAAAJ
",114,4970,4970,1,0,9,188
"Ira Kemelmacher-Shlizerman.txt
","Ira Kemelmacher-Shlizerman
","https://scholar.google.com/citations?hl=en&user=P97vI1EAAAAJ
",57,2579,2898,1,1,23,729
"Dan Grossman.txt
","Dan Grossman
","https://scholar.google.com/citations?hl=en&user=t9wtobkAAAAJ
",203,6812,6812,7,77,27,737
"John Dickerson.txt
","John Dickerson
","https://scholar.google.com/citations?hl=en&user=QgDpfCQAAAAJ
",88,1037,1037,2,0,2,1
"Rocco Servedio.txt
","Rocco Servedio
","https://scholar.google.com/citations?hl=en&user=vZrIrN4AAAAJ
",192,5139,5139,4,49,3,0
"Sibin Mohan.txt
","Sibin Mohan
","https://scholar.google.com/citations?hl=en&user=MHG755YAAAAJ
",88,956,956,14,27,1,0
"Michael Best.txt
","Michael Best
","https://scholar.google.com/citations?hl=en&user=gLLhIb8AAAAJ
",75,5437,5437,1,0,7,458
"Deborah Estrin.txt
","Deborah Estrin
","https://scholar.google.com/citations?hl=en&user=3_WYcR4AAAAJ
",500,119898,119898,51,3676,8,8680
"Mark Newman.txt
","Mark Newman
","https://scholar.google.com/citations?hl=en&user=rQ68pVwAAAAJ
",309,168807,168807,26,55,27,2234
"Atul Prakash.txt
","Atul Prakash
","https://scholar.google.com/citations?hl=en&user=kIkHa2IAAAAJ
",198,6598,7262,9,321,1,1
"Melody Jackson.txt
","Melody Jackson
","https://scholar.google.com/citations?hl=en&user=83SAwBsAAAAJ
",64,1148,1148,4,42,2,183
"Alanson Sample.txt
","Alanson Sample
","https://scholar.google.com/citations?hl=en&user=tSyVwBwAAAAJ
",115,6563,6563,8,130,0,0
"Daniel Abadi.txt
","Daniel Abadi
","https://scholar.google.com/citations?hl=en&user=zxeEF2gAAAAJ
",107,17692,17692,2,542,4,17
"Kilian Weinberger.txt
","Kilian Weinberger
","https://scholar.google.com/citations?hl=en&user=jsxk8vsAAAAJ
",164,20593,20593,12,485,3,73
"Matthew Caesar.txt
","Matthew Caesar
","https://scholar.google.com/citations?hl=en&user=HHn7118AAAAJ
",153,7577,7577,1,0,21,424
"Gail Kaiser.txt
","Gail Kaiser
","https://scholar.google.com/citations?hl=en&user=LIdVlPsAAAAJ
",448,10525,10525,22,31,20,517
"Betsy DiSalvo.txt
","Betsy DiSalvo
","https://scholar.google.com/citations?hl=en&user=BXEDBDUAAAAJ
",56,801,801,0,0,2,95
"William Gropp.txt
","William Gropp
","https://scholar.google.com/citations?hl=en&user=vB96fX8AAAAJ
",500,44466,50228,20,5842,19,1156
"Bonnie Berger.txt
","Bonnie Berger
","https://scholar.google.com/citations?hl=en&user=qMOS01AAAAAJ
",401,17050,17050,53,4139,77,495
"Daniel Kane.txt
","Daniel Kane
","https://scholar.google.com/citations?hl=en&user=DulpV-cAAAAJ
",145,2238,2307,1,3,1,0
"Ari Juels.txt
","Ari Juels
","https://scholar.google.com/citations?hl=en&user=uf0D-uoAAAAJ
",328,32945,33532,11,49,14,405
"Douglas Oard.txt
","Douglas Oard
","https://scholar.google.com/citations?hl=en&user=3ctKkysAAAAJ
",396,8095,8095,10,90,16,153
"Jonathan Ragan-Kelley.txt
","Jonathan Ragan-Kelley
","https://scholar.google.com/citations?hl=en&user=nBcay4oAAAAJ
",35,1830,1830,3,30,0,0
"Jonathan Aldrich.txt
","Jonathan Aldrich
","https://scholar.google.com/citations?hl=en&user=AzHmOtcAAAAJ
",245,4917,4917,1,2,2,21
"Lorenzo Alvisi.txt
","Lorenzo Alvisi
","https://scholar.google.com/citations?hl=en&user=K_-KJi8AAAAJ
",185,11302,11302,5,5,8,49
"Amol Deshpande.txt
","Amol Deshpande
","https://scholar.google.com/citations?hl=en&user=pOh1as0AAAAJ
",189,9764,9764,11,37,1,0
"Henny Admoni.txt
","Henny Admoni
","https://scholar.google.com/citations?hl=en&user=XXiZaA4AAAAJ
",51,1113,1113,0,0,1,0
"Maneesh Agrawala.txt
","Maneesh Agrawala
","https://scholar.google.com/citations?hl=en&user=YPzKczYAAAAJ
",277,16345,16518,14,316,7,202
"Eric Nyberg.txt
","Eric Nyberg
","https://scholar.google.com/citations?hl=en&user=G6XN5cRm0FIJ
",207,6149,6277,14,2073,14,570
"Ben Shneiderman.txt
","Ben Shneiderman
","https://scholar.google.com/citations?hl=en&user=h4i4fh8AAAAJ
",500,87795,87014,15,1114,22,7773
"Michelle Mazurek.txt
","Michelle Mazurek
","https://scholar.google.com/citations?hl=en&user=5ExRjncAAAAJ
",64,2881,2890,9,258,1,10
"Priya Narasimhan.txt
","Priya Narasimhan
","https://scholar.google.com/citations?hl=en&user=qyPWUBcAAAAJ
",265,5282,5477,29,200,18,318
"Dina Katabi.txt
","Dina Katabi
","https://scholar.google.com/citations?hl=en&user=nst5fHgAAAAJ
",255,24273,24273,10,77,28,969
"Keith Winstein.txt
","Keith Winstein
","https://scholar.google.com/citations?hl=en&user=S5sz8gIAAAAJ
",46,1056,1056,5,74,0,0
"Kenneth Ross.txt
","Kenneth Ross
","https://scholar.google.com/citations?hl=en&user=gv2S7xYAAAAJ
",212,11480,11480,19,742,1,0
"Matthew Mason.txt
","Matthew Mason
","https://scholar.google.com/citations?hl=en&user=s3gfDCYAAAAJ
",79,588,660,1,0,2,72
"Ada Gavrilovska.txt
","Ada Gavrilovska
","https://scholar.google.com/citations?hl=en&user=OlRjTCIAAAAJ
",260,2002,2067,34,18,71,210
"Rahul Basole.txt
","Rahul Basole
","https://scholar.google.com/citations?hl=en&user=MKSxZp4AAAAJ
",100,2995,2995,1,0,0,0
"Jennifer Golbeck.txt
","Jennifer Golbeck
","https://scholar.google.com/citations?hl=en&user=WBOnL7sAAAAJ
",222,12477,12477,4,267,5,36
"Walter Lasecki.txt
","Walter Lasecki
","https://scholar.google.com/citations?hl=en&user=ZIExHooAAAAJ
",126,2001,2001,7,28,1,2
"Luis Ceze.txt
","Luis Ceze
","https://scholar.google.com/citations?hl=en&user=KzESVKwAAAAJ
",263,9477,9477,36,1317,10,667
"Yih-Chun Hu.txt
","Yih-Chun Hu
","https://scholar.google.com/citations?hl=en&user=VvvjMCgAAAAJ
",145,26841,27081,3,6,17,1085
"Nate Foster.txt
","Nate Foster
","https://scholar.google.com/citations?hl=en&user=AH5j40kAAAAJ
",121,6653,6853,8,363,27,1558
"Jamie Morgenstern.txt
","Jamie Morgenstern
","https://scholar.google.com/citations?hl=en&user=t0ZfFH8AAAAJ
",42,822,822,1,0,0,0
"Matthias Zwicker.txt
","Matthias Zwicker
","https://scholar.google.com/citations?hl=en&user=KW0FmzgAAAAJ
",166,7534,7534,8,238,6,15
"Ankur Moitra.txt
","Ankur Moitra
","https://scholar.google.com/citations?hl=en&user=umFQktIAAAAJ
",86,3179,3179,1,0,1,3
"Vijay Kumar.txt
","Vijay Kumar
","https://scholar.google.com/citations?hl=en&user=E4zVz-gAAAAJ
",500,50095,40655,24,1647,11,5377
"Benjamin Recht.txt
","Benjamin Recht
","https://scholar.google.com/citations?hl=en&user=a_dbdxAAAAAJ
",145,23726,23726,3,144,0,0
"Phoebe Sengers.txt
","Phoebe Sengers
","https://scholar.google.com/citations?hl=en&user=6c5cf1wAAAAJ
",124,7128,7128,5,149,1,17
"Jure Leskovec.txt
","Jure Leskovec
","https://scholar.google.com/citations?hl=en&user=Q_kKkIUAAAAJ
",347,53582,53582,19,891,11,451
"Scott Baden.txt
","Scott Baden
","https://scholar.google.com/citations?hl=en&user=qjzNW6EAAAAJ
",172,2408,2408,11,42,6,41
"Franziska Roesner.txt
","Franziska Roesner
","https://scholar.google.com/citations?hl=en&user=q5GIWC0AAAAJ
",66,4267,4267,5,1117,0,0
"Steven Dow.txt
","Steven Dow
","https://scholar.google.com/citations?hl=en&user=ywTbDsQAAAAJ
",169,3827,3827,10,136,3,4
"Ziv Bar-Joseph.txt
","Ziv Bar-Joseph
","https://scholar.google.com/citations?hl=en&user=9DCRnPkAAAAJ
",153,13606,13678,25,1214,8,882
"Westley Weimer.txt
","Westley Weimer
","https://scholar.google.com/citations?hl=en&user=Tj-vav8AAAAJ
",124,12668,13469,7,3485,4,113
"Emily Provost.txt
","Emily Provost
","https://scholar.google.com/citations?hl=en&user=2pH8BZwAAAAJ
",92,2871,3182,8,837,21,1433
"James Fogarty.txt
","James Fogarty
","https://scholar.google.com/citations?hl=en&user=hma0WFAAAAAJ
",150,6135,6197,6,219,8,78
"Leonidas Guibas.txt
","Leonidas Guibas
","https://scholar.google.com/citations?hl=en&user=5JlEyTAAAAAJ
",500,59142,61047,16,1504,23,2917
"Nickolai Zeldovich.txt
","Nickolai Zeldovich
","https://scholar.google.com/citations?hl=en&user=DJ6--hMAAAAJ
",127,9438,9438,10,876,12,440
"Ratul Mahajan.txt
","Ratul Mahajan
","https://scholar.google.com/citations?hl=en&user=Sh1yq5QAAAAJ
",167,15933,17486,8,4,4,95
"Rachit Agarwal.txt
","Rachit Agarwal
","https://scholar.google.com/citations?hl=en&user=0YTyPHoAAAAJ
",140,2154,2154,10,37,4,8
"Daniel Huttenlocher.txt
","Daniel Huttenlocher
","https://scholar.google.com/citations?hl=en&user=q16KVs0AAAAJ
",189,37386,37386,11,117,6,205
"Dean Tullsen.txt
","Dean Tullsen
","https://scholar.google.com/citations?hl=en&user=BEEuinQAAAAJ
",198,17323,17757,18,788,8,48
"Daniela Rus.txt
","Daniela Rus
","https://scholar.google.com/citations?hl=en&user=910z20QAAAAJ
",500,35105,34921,21,479,16,557
"Andrew Miller.txt
","Andrew Miller
","https://scholar.google.com/citations?hl=en&user=Nv2jil0AAAAJ
",86,5761,5761,1,95,1,10
"Saurabh Sinha.txt
","Saurabh Sinha
","https://scholar.google.com/citations?hl=en&user=7BM1uyYAAAAJ
",131,9584,9584,29,4601,0,0
"Christos Faloutsos.txt
","Christos Faloutsos
","https://scholar.google.com/citations?hl=en&user=nd8lQQIAAAAJ
",500,84633,86935,16,4192,10,1521
"Benjamin Moseley.txt
","Benjamin Moseley
","https://scholar.google.com/citations?hl=en&user=qq-SXN8AAAAJ
",93,1838,1838,2,20,2,22
"Victor Vianu.txt
","Victor Vianu
","https://scholar.google.com/citations?hl=en&user=CK_GLC8AAAAJ
",234,15512,15512,21,38,10,2852
