File Name,Author Name,Link,Total Articles Count,Total Citations (Copied),Total Citations (Calculated),... Count,... Citation Count,False Count,False Citation Count
"Dana Nau.txt
","Dana Nau
","https://scholar.google.com/citations?hl=en&user=fez4ulcAAAAJ
",438,19116,19116,12,31,14,389
"Mustaque Ahamad.txt
","Mustaque Ahamad
","https://scholar.google.com/citations?hl=en&user=xkCYK58AAAAJ
",216,6903,6903,11,250,8,54
"Derek Hoiem.txt
","Derek Hoiem
","https://scholar.google.com/citations?hl=en&user=HoQtR3cAAAAJ
",108,13703,13703,2,0,10,310
"Jishen Zhao.txt
","Jishen Zhao
","https://scholar.google.com/citations?hl=en&user=MDuCskIAAAAJ
",78,1692,1692,4,23,4,32
"Sicun Gao.txt
","Sicun Gao
","https://scholar.google.com/citations?hl=en&user=UmyrEtcAAAAJ
",49,1136,1136,1,0,0,0
"Jan Rabaey.txt
","Jan Rabaey
","https://scholar.google.com/citations?hl=en&user=GP64q_kAAAAJ
",500,48514,48488,52,3015,24,4745
"Jacob Abernethy.txt
","Jacob Abernethy
","https://scholar.google.com/citations?hl=en&user=FDu4ciwAAAAJ
",95,1990,2089,4,0,1,15
"Mihai Pop.txt
","Mihai Pop
","https://scholar.google.com/citations?hl=en&user=4glkLD0AAAAJ
",154,43239,43239,42,12660,2,1777
"Robert Murphy.txt
","Robert Murphy
","https://scholar.google.com/citations?hl=en&user=MJ8mGhwAAAAJ
",500,34544,34460,77,6317,15,944
"Vincent Aleven.txt
","Vincent Aleven
","https://scholar.google.com/citations?hl=en&user=ztkfnCsAAAAJ
",349,11297,11297,8,37,7,33
"Jessica Hammer.txt
","Jessica Hammer
","https://scholar.google.com/citations?hl=en&user=vSvRUAkAAAAJ
",72,2127,2127,6,28,2,1140
"Claire Cardie.txt
","Claire Cardie
","https://scholar.google.com/citations?hl=en&user=ex9BQiIAAAAJ
",239,18616,18616,7,539,11,687
"Yoav Freund.txt
","Yoav Freund
","https://scholar.google.com/citations?hl=en&user=NFdG-GMAAAAJ
",194,52294,52294,9,531,9,1746
"Asuman Ozdaglar.txt
","Asuman Ozdaglar
","https://scholar.google.com/citations?hl=en&user=GcuxcLYAAAAJ
",282,17873,18180,8,1,5,2270
"John Laird.txt
","John Laird
","https://scholar.google.com/citations?hl=en&user=ea6cjVUAAAAJ
",342,16684,16684,5,0,7,181
"Eytan Adar.txt
","Eytan Adar
","https://scholar.google.com/citations?hl=en&user=4tMapHYAAAAJ
",136,13455,13455,1,40,2,143
"Nicola Dell.txt
","Nicola Dell
","https://scholar.google.com/citations?hl=en&user=1FwsujMAAAAJ
",46,745,745,3,17,0,0
"Kevin Fu.txt
","Kevin Fu
","https://scholar.google.com/citations?hl=en&user=8uK6aCEAAAAJ
",156,9169,9317,13,845,9,152
"Julie Kientz.txt
","Julie Kientz
","https://scholar.google.com/citations?hl=en&user=GvpuYB4AAAAJ
",147,5567,5567,11,403,1,0
"Jennifer Mankoff.txt
","Jennifer Mankoff
","https://scholar.google.com/citations?hl=en&user=mhmvCgsAAAAJ
",207,7764,7764,13,116,3,43
"Dave Levin.txt
","Dave Levin
","https://scholar.google.com/citations?hl=en&user=CLSPQW4AAAAJ
",80,1499,1499,7,4,2,0
"Martial Hebert.txt
","Martial Hebert
","https://scholar.google.com/citations?hl=en&user=0ytii2EAAAAJ
",500,40889,40889,25,2586,31,1275
"Ramin Zabih.txt
","Ramin Zabih
","https://scholar.google.com/citations?hl=en&user=8Lp0W54AAAAJ
",167,36462,36462,11,28,6,7925
"Christos Papadimitriou.txt
","Christos Papadimitriou
","https://scholar.google.com/citations?hl=en&user=7wHPnaoAAAAJ
",441,7907,7937,230,4872,3,2
"Percy Liang.txt
","Percy Liang
","https://scholar.google.com/citations?hl=en&user=pouyVyUAAAAJ
",176,9015,9015,1,1,0,0
"Aditya Akella.txt
","Aditya Akella
","https://scholar.google.com/citations?hl=en&user=d_rxnzAAAAAJ
",246,12035,12035,16,1031,25,22
"Alin Deutsch.txt
","Alin Deutsch
","https://scholar.google.com/citations?hl=en&user=2lZr6WsAAAAJ
",136,6597,6597,9,137,2,6
"Berthold Horn.txt
","Berthold Horn
","https://scholar.google.com/citations?hl=en&user=uWsBKQ0AAAAJ
",309,46187,46187,9,18,24,646
"Eitan Grinspun.txt
","Eitan Grinspun
","https://scholar.google.com/citations?hl=en&user=-HyEryoAAAAJ
",109,6441,6446,1,8,0,0
"Kannan Ramchandran.txt
","Kannan Ramchandran
","https://scholar.google.com/citations?hl=en&user=DcV-5RAAAAAJ
",500,32911,32905,12,205,11,377
"David Devecsery.txt
","David Devecsery
","https://scholar.google.com/citations?hl=en&user=HaJWLb0AAAAJ
",12,150,150,1,2,0,0
"David Mount.txt
","David Mount
","https://scholar.google.com/citations?hl=en&user=v6PsQKIAAAAJ
",256,17696,17696,13,98,19,2381
"Andrew Myers.txt
","Andrew Myers
","https://scholar.google.com/citations?hl=en&user=adUcdJwAAAAJ
",80,852,852,10,107,0,0
"Eugene Wu.txt
","Eugene Wu
","https://scholar.google.com/citations?hl=en&user=X53rkecAAAAJ
",90,4354,4354,4,120,3,14
"Michael Kearns.txt
","Michael Kearns
","https://scholar.google.com/citations?hl=en&user=8iQk0DIAAAAJ
",274,19640,19640,7,12,25,516
"Saurabh Gupta.txt
","Saurabh Gupta
","https://scholar.google.com/citations?hl=en&user=EvuaA84AAAAJ
",500,13998,11958,21,729,5,198
"Fred Schneider.txt
","Fred Schneider
","https://scholar.google.com/citations?hl=en&user=sxjynOsAAAAJ
",411,22133,22133,26,267,48,933
"David Wagner.txt
","David Wagner
","https://scholar.google.com/citations?hl=en&user=67kghxAAAAAJ
",358,47695,47695,30,81,10,410
"Trevor Darrell.txt
","Trevor Darrell
","https://scholar.google.com/citations?hl=en&user=bh-uRFMAAAAJ
",500,89922,89922,26,15736,28,564
"David Garlan.txt
","David Garlan
","https://scholar.google.com/citations?hl=en&user=saLJmksAAAAJ
",498,34434,34434,39,6,3,679
"Yannis Papakonstantinou.txt
","Yannis Papakonstantinou
","https://scholar.google.com/citations?hl=en&user=81cvn3sAAAAJ
",201,15940,15940,15,504,9,267
"Karrie Karahalios.txt
","Karrie Karahalios
","https://scholar.google.com/citations?hl=en&user=xyHrRFUAAAAJ
",175,5442,5442,9,222,5,73
"Oussama Khatib.txt
","Oussama Khatib
","https://scholar.google.com/citations?hl=en&user=4arkOLcAAAAJ
",400,26434,26434,9,323,37,1112
"Michael Ernst.txt
","Michael Ernst
","https://scholar.google.com/citations?hl=en&user=oQ6AeyEAAAAJ
",227,16717,16717,4,427,2,5
"Heather Miller.txt
","Heather Miller
","https://scholar.google.com/citations?hl=en&user=dpghk3cAAAAJ
",54,316,316,3,1,1,13
"Michael Swift.txt
","Michael Swift
","https://scholar.google.com/citations?hl=en&user=pqIGLH4AAAAJ
",175,9492,9492,11,237,25,68
"James Hollan.txt
","James Hollan
","https://scholar.google.com/citations?hl=en&user=LOFYnLkAAAAJ
",101,11543,14652,4,271,2,39
"Laura Dabbish.txt
","Laura Dabbish
","https://scholar.google.com/citations?hl=en&user=DdNAgNwAAAAJ
",92,8237,8237,3,46,3,20
"Remzi Arpaci-Dusseau.txt
","Remzi Arpaci-Dusseau
","https://scholar.google.com/citations?hl=en&user=C1skWKgAAAAJ
",273,10618,10618,73,2505,50,2316
"Daniel Lee.txt
","Daniel Lee
","https://scholar.google.com/citations?hl=en&user=eQwDIzgfa6sC
",500,17081,17081,109,5038,7,30
"Erik Demaine.txt
","Erik Demaine
","https://scholar.google.com/citations?hl=en&user=6Ff2c8wAAAAJ
",500,20021,19974,0,0,29,2034
"Yong-Lae Park.txt
","Yong-Lae Park
","https://scholar.google.com/citations?hl=en&user=kBsTE7AAAAAJ
",95,3366,3366,3,53,1,0
"Chandra Chekuri.txt
","Chandra Chekuri
","https://scholar.google.com/citations?hl=en&user=7j3itaMAAAAJ
",177,9974,9974,5,0,8,240
"Avideh Zakhor.txt
","Avideh Zakhor
","https://scholar.google.com/citations?hl=en&user=GJg5lNYAAAAJ
",408,14818,14818,6,24,0,0
"Jeff Linderoth.txt
","Jeff Linderoth
","https://scholar.google.com/citations?hl=en&user=gwM2aRIAAAAJ
",101,4709,4709,2,0,0,0
"Bhiksha Raj.txt
","Bhiksha Raj
","https://scholar.google.com/citations?hl=en&user=IWcGY98AAAAJ
",418,11934,12055,15,540,54,1092
"Diana Marculescu.txt
","Diana Marculescu
","https://scholar.google.com/citations?hl=en&user=MRHzTAIAAAAJ
",287,6800,6800,23,74,0,0
"Emma Brunskill.txt
","Emma Brunskill
","https://scholar.google.com/citations?hl=en&user=HaN8b2YAAAAJ
",146,3012,3393,7,62,2,3
"Tadayoshi Kohno.txt
","Tadayoshi Kohno
","https://scholar.google.com/citations?hl=en&user=s_YDrrgAAAAJ
",245,15934,15934,15,2407,14,641
"Arpita Ghosh.txt
","Arpita Ghosh
","https://scholar.google.com/citations?hl=en&user=_cMw1IUAAAAJ
",500,21795,21694,11,1448,6,405
"Sanjeev Khanna.txt
","Sanjeev Khanna
","https://scholar.google.com/citations?hl=en&user=HriWXcEAAAAJ
",329,13861,13861,33,42,28,1330
"Adam Porter.txt
","Adam Porter
","https://scholar.google.com/citations?hl=en&user=j7F7yq0AAAAJ
",155,6185,6185,10,1,1,5
"Cyrus Omar.txt
","Cyrus Omar
","https://scholar.google.com/citations?hl=en&user=yiRAVJoAAAAJ
",38,349,349,3,0,0,0
"Sylvia Ratnasamy.txt
","Sylvia Ratnasamy
","https://scholar.google.com/citations?hl=en&user=sAdDcvQAAAAJ
",134,34823,35651,12,1057,4,5826
"Jaime Carbonell.txt
","Jaime Carbonell
","https://scholar.google.com/citations?hl=en&user=wlqqttEAAAAJ
",500,26793,26793,22,172,31,3309
"Lauren Wilcox.txt
","Lauren Wilcox
","https://scholar.google.com/citations?hl=en&user=dFjFL0oAAAAJ
",33,392,392,1,0,0,0
"Prabal Dutta.txt
","Prabal Dutta
","https://scholar.google.com/citations?hl=en&user=H790-zwAAAAJ
",214,10315,10423,20,1382,1,110
"William Whittaker.txt
","William Whittaker
","https://scholar.google.com/citations?hl=en&user=MtsVemAAAAAJ
",45,380,380,1,4,3,6
"James Lee.txt
","James Lee
","https://scholar.google.com/citations?hl=en&user=iXLNm0EAAAAJ
",500,23606,23706,138,10258,28,7577
"Ronald Dreslinski.txt
","Ronald Dreslinski
","https://scholar.google.com/citations?hl=en&user=4O-rMYEAAAAJ
",117,5212,5239,12,464,7,106
"Bogdan Vasilescu.txt
","Bogdan Vasilescu
","https://scholar.google.com/citations?hl=en&user=bcXjlqYAAAAJ
",72,2016,2093,1,6,0,0
"Martin Wong.txt
","Martin Wong
","https://scholar.google.com/citations?hl=en&user=Cvddz3AAAAAJ
",50,303,303,1,0,0,0
"Jignesh Patel.txt
","Jignesh Patel
","https://scholar.google.com/citations?hl=en&user=5tcfuXMAAAAJ
",231,14519,14519,21,1454,8,516
"Hernisa Kacorri.txt
","Hernisa Kacorri
","https://scholar.google.com/citations?hl=en&user=El-R5MEAAAAJ
",42,322,322,1,1,1,6
"Shachar Lovett.txt
","Shachar Lovett
","https://scholar.google.com/citations?hl=en&user=f6JF7BkAAAAJ
",137,1726,1763,1,0,2,22
"Baris Kasikci.txt
","Baris Kasikci
","https://scholar.google.com/citations?hl=en&user=y5J0h7gAAAAJ
",31,606,606,1,2,2,65
"Daniel Koditschek.txt
","Daniel Koditschek
","https://scholar.google.com/citations?hl=en&user=K_PZFhEAAAAJ
",412,18702,18702,19,1343,13,210
"Rahul Sarpeshkar.txt
","Rahul Sarpeshkar
","https://scholar.google.com/citations?hl=en&user=1UbzzQcAAAAJ
",225,10165,10165,12,1429,27,66
"Leslie Kaelbling.txt
","Leslie Kaelbling
","https://scholar.google.com/citations?hl=en&user=IcasIiwAAAAJ
",421,26132,26132,18,8,10,42
"Igor Markov.txt
","Igor Markov
","https://scholar.google.com/citations?hl=en&user=CHIZtZAAAAAJ
",338,13488,13586,4,133,16,909
"Ronald Arkin.txt
","Ronald Arkin
","https://scholar.google.com/citations?hl=en&user=WSN7T_YAAAAJ
",399,27168,31522,14,192,17,5359
"Henry Levy.txt
","Henry Levy
","https://scholar.google.com/citations?hl=en&user=ymwKqZsAAAAJ
",213,26089,26089,21,782,26,968
"Haitham Hassanieh.txt
","Haitham Hassanieh
","https://scholar.google.com/citations?hl=en&user=s5-hnX8AAAAJ
",56,2025,2025,1,10,11,121
"John Stasko.txt
","John Stasko
","https://scholar.google.com/citations?hl=en&user=2PxFftgAAAAJ
",391,18647,18647,32,153,14,267
"Shivaram Venkataraman.txt
","Shivaram Venkataraman
","https://scholar.google.com/citations?hl=en&user=5LLV29oAAAAJ
",66,3827,3827,4,775,2,128
"Peter Belhumeur.txt
","Peter Belhumeur
","https://scholar.google.com/citations?hl=en&user=J8YyZugAAAAJ
",195,35930,35930,22,1166,11,167
"Omer Reingold.txt
","Omer Reingold
","https://scholar.google.com/citations?hl=en&user=TD9RhcgAAAAJ
",150,9210,9210,12,306,8,46
"Roxana Geambasu.txt
","Roxana Geambasu
","https://scholar.google.com/citations?hl=en&user=f8RkRagAAAAJ
",49,1376,1376,5,98,2,9
"Philip Levis.txt
","Philip Levis
","https://scholar.google.com/citations?hl=en&user=I_YsXU4AAAAJ
",240,28551,28551,12,723,11,1963
"Mayank Goel.txt
","Mayank Goel
","https://scholar.google.com/citations?hl=en&user=nxqrff8AAAAJ
",52,1243,1243,1,30,3,32
"Taylor Berg-Kirkpatrick.txt
","Taylor Berg-Kirkpatrick
","https://scholar.google.com/citations?hl=en&user=mN6_BKAAAAAJ
",48,1488,1488,1,25,2,56
"Kun Zhang.txt
","Kun Zhang
","https://scholar.google.com/citations?hl=en&user=CYeurYgAAAAJ
",105,15633,15745,44,10110,1,0
"Maxim Likhachev.txt
","Maxim Likhachev
","https://scholar.google.com/citations?hl=en&user=Ic8NqXwAAAAJ
",195,9921,9921,11,1620,9,373
"Martin Rinard.txt
","Martin Rinard
","https://scholar.google.com/citations?hl=en&user=hxlxVEUAAAAJ
",411,16678,16678,18,705,28,157
"Michael Forbes.txt
","Michael Forbes
","https://scholar.google.com/citations?hl=en&user=wPpyBHEAAAAJ
",72,1463,1478,1,57,3,1
"John Ousterhout.txt
","John Ousterhout
","https://scholar.google.com/citations?hl=en&user=nDH-AqwAAAAJ
",180,25548,25548,5,310,9,432
"Eric Paulos.txt
","Eric Paulos
","https://scholar.google.com/citations?hl=en&user=K__JmtcAAAAJ
",164,5829,5829,12,259,7,31
"Joseph Hellerstein.txt
","Joseph Hellerstein
","https://scholar.google.com/citations?hl=en&user=uFJi3IUAAAAJ
",347,42204,42204,24,923,20,779
"Serafim Batzoglou.txt
","Serafim Batzoglou
","https://scholar.google.com/citations?hl=en&user=POWKkqEAAAAJ
",151,61279,61279,38,7005,7,41176
"David Blaauw.txt
","David Blaauw
","https://scholar.google.com/citations?hl=en&user=P3JdmqAAAAAJ
",500,30719,30390,56,3976,8,164
"Tuomas Sandholm.txt
","Tuomas Sandholm
","https://scholar.google.com/citations?hl=en&user=0DpK1EMAAAAJ
",473,23294,23308,31,358,9,63
"Geoffrey Voelker.txt
","Geoffrey Voelker
","https://scholar.google.com/citations?hl=en&user=ZfDtNpUAAAAJ
",213,23032,23032,30,3055,8,1481
"Seth Pettie.txt
","Seth Pettie
","https://scholar.google.com/citations?hl=en&user=ao_EFbUAAAAJ
",68,2826,2822,1,18,0,0
"Deva Ramanan.txt
","Deva Ramanan
","https://scholar.google.com/citations?hl=en&user=9B8PoXUAAAAJ
",156,30925,30925,10,590,11,513
"Baishakhi Ray.txt
","Baishakhi Ray
","https://scholar.google.com/citations?user=VaAEb5YAAAAJ&hl=en&oi=ao
",67,1788,1788,9,5,3,8
"Satish Rao.txt
","Satish Rao
","https://scholar.google.com/citations?hl=en&user=k3nPfBQAAAAJ
",331,6722,6727,29,118,6,14
"Jimeng Sun.txt
","Jimeng Sun
","https://scholar.google.com/citations?hl=en&user=9jmmp5sAAAAJ
",250,12651,13157,10,282,0,0
"Thad Starner.txt
","Thad Starner
","https://scholar.google.com/citations?hl=en&user=qr8Vo9IAAAAJ
",443,29971,30136,33,1808,6,21
"Kemal Oflazer.txt
","Kemal Oflazer
","https://scholar.google.com/citations?hl=en&user=JLk0hs8AAAAJ
",154,4440,4440,8,127,0,0
"Paraschos Koutris.txt
","Paraschos Koutris
","https://scholar.google.com/citations?hl=en&user=CaO1wNAAAAAJ
",58,1052,1052,0,0,1,1
"Martha Pollack.txt
","Martha Pollack
","https://scholar.google.com/citations?hl=en&user=5oU0wxcAAAAJ
",232,12949,12949,17,183,20,239
"Claire Tomlin.txt
","Claire Tomlin
","https://scholar.google.com/citations?hl=en&user=-5_ksIkAAAAJ
",500,19269,19269,19,570,4,38
"Eric Gilbert.txt
","Eric Gilbert
","https://scholar.google.com/citations?hl=en&user=71OktocAAAAJ
",89,5535,5535,10,141,3,51
"Rachel Rudinger.txt
","Rachel Rudinger
","https://scholar.google.com/citations?hl=en&user=QKCHaHUAAAAJ
",23,304,304,0,0,1,11
"Georg Seelig.txt
","Georg Seelig
","https://scholar.google.com/citations?hl=en&user=Nf4G12YAAAAJ
",74,5158,5158,15,836,0,0
"Alexandr Andoni.txt
","Alexandr Andoni
","https://scholar.google.com/citations?hl=en&user=Evgx6UkAAAAJ
",95,4835,4835,5,9,5,57
"Randal Bryant.txt
","Randal Bryant
","https://scholar.google.com/citations?hl=en&user=AFgYa68AAAAJ
",359,27850,27929,25,0,21,85
"Michael Gleicher.txt
","Michael Gleicher
","https://scholar.google.com/citations?hl=en&user=kDkH9UkAAAAJ
",253,13919,13919,25,114,11,659
"Yingyu Liang.txt
","Yingyu Liang
","https://scholar.google.com/citations?hl=en&user=_RVvnS4AAAAJ
",71,1912,2075,0,0,2,19
"Jin-Yi Cai.txt
","Jin-Yi Cai
","https://scholar.google.com/citations?hl=en&user=Yn-Lm_QAAAAJ
",328,5987,6011,12,0,16,52
"Sara Kiesler.txt
","Sara Kiesler
","https://scholar.google.com/citations?hl=en&user=8Qu_gAMAAAAJ
",341,58164,62292,11,192,21,1444
"David Williamson.txt
","David Williamson
","https://scholar.google.com/citations?hl=en&user=RnD7phMAAAAJ
",123,3293,3293,32,826,0,0
"Irfan Essa.txt
","Irfan Essa
","https://scholar.google.com/citations?hl=en&user=XM97iScAAAAJ
",261,16254,16254,17,289,5,8
"Polina Golland.txt
","Polina Golland
","https://scholar.google.com/citations?hl=en&user=4GpKQUIAAAAJ
",258,11297,11297,50,5627,5,20
"David Kieras.txt
","David Kieras
","https://scholar.google.com/citations?hl=en&user=dnbSFbUAAAAJ
",249,14428,14428,16,894,5,104
"Tanzeem Choudhury.txt
","Tanzeem Choudhury
","https://scholar.google.com/citations?hl=en&user=-pyztDMAAAAJ
",166,12902,12902,25,1472,12,11
"Antonio Torralba.txt
","Antonio Torralba
","https://scholar.google.com/citations?hl=en&user=8cxDHS4AAAAJ
",297,52793,52796,14,1005,5,68
"Henrik Christensen.txt
","Henrik Christensen
","https://scholar.google.com/citations?hl=en&user=yQAWiB4AAAAJ
",173,6033,6034,7,221,0,0
"Adam Belay.txt
","Adam Belay
","https://scholar.google.com/citations?hl=en&user=AKQec5wAAAAJ
",25,1294,1294,1,73,1,0
"Alan Frieze.txt
","Alan Frieze
","https://scholar.google.com/citations?hl=en&user=EqKRQ4YAAAAJ
",500,18502,18502,11,16,9,101
"Martin Wainwright.txt
","Martin Wainwright
","https://scholar.google.com/citations?hl=en&user=J5Rvh6gAAAAJ
",339,30418,30418,28,202,4,23
"Vinod Vaikuntanathan.txt
","Vinod Vaikuntanathan
","https://scholar.google.com/citations?hl=en&user=a8jIPIkAAAAJ
",154,15352,15352,12,391,7,95
"David Kriegman.txt
","David Kriegman
","https://scholar.google.com/citations?hl=en&user=EqetexsAAAAJ
",311,45611,45611,41,268,33,3561
"David Jurgens.txt
","David Jurgens
","https://scholar.google.com/citations?hl=en&user=sGFFr5kAAAAJ
",70,1757,1757,3,82,1,0
"Andrew Wilson.txt
","Andrew Wilson
","https://scholar.google.com/citations?hl=en&user=qi7fvXoAAAAJ
",500,24928,24928,42,858,11,115
"James Foley.txt
","James Foley
","https://scholar.google.com/citations?hl=en&user=GmcChLIAAAAJ
",235,21837,21837,6,9,19,1976
"Kostas Daniilidis.txt
","Kostas Daniilidis
","https://scholar.google.com/citations?hl=en&user=dGs2BcIAAAAJ
",329,11951,11951,24,395,15,297
"Stephen Edwards.txt
","Stephen Edwards
","https://scholar.google.com/citations?hl=en&user=BI-prh8AAAAJ
",124,6869,6869,37,2485,1,0
"Dan Suciu.txt
","Dan Suciu
","https://scholar.google.com/citations?hl=en&user=SIxd6jgAAAAJ
",481,30039,31852,40,1102,15,64
"Milos Prvulovic.txt
","Milos Prvulovic
","https://scholar.google.com/citations?hl=en&user=A_j_baAAAAAJ
",107,3775,3775,12,32,6,797
"Manmohan Chandraker.txt
","Manmohan Chandraker
","https://scholar.google.com/citations?hl=en&user=oPFCNk4AAAAJ
",167,2830,2830,5,5,2,11
"Andrea Thomaz.txt
","Andrea Thomaz
","https://scholar.google.com/citations?hl=en&user=jIs-Y2gAAAAJ
",178,4097,4097,7,28,2,1
"Rajeev Barua.txt
","Rajeev Barua
","https://scholar.google.com/citations?hl=en&user=NaIdl8EAAAAJ
",94,4544,4544,10,921,2,0
"Jessica Hodgins.txt
","Jessica Hodgins
","https://scholar.google.com/citations?hl=en&user=vswo4rQAAAAJ
",299,19521,19521,11,294,9,65
"Jodi Forlizzi.txt
","Jodi Forlizzi
","https://scholar.google.com/citations?hl=en&user=Hyhp_zUAAAAJ
",264,16778,16778,8,60,7,248
"Kayvon Fatahalian.txt
","Kayvon Fatahalian
","https://scholar.google.com/citations?hl=en&user=ZeG4wDgAAAAJ
",77,5249,5249,8,298,4,352
"Chao Zhang.txt
","Chao Zhang
","https://scholar.google.com/citations?hl=en&user=-uo0qGIAAAAJ
",500,46317,40436,44,5696,32,2234
"Gregory Abowd.txt
","Gregory Abowd
","https://scholar.google.com/citations?hl=en&user=gb8sbdcAAAAJ
",499,48927,48927,22,541,6,383
"Sean Follmer.txt
","Sean Follmer
","https://scholar.google.com/citations?hl=en&user=f3g5oeEAAAAJ
",96,2064,2064,7,42,0,0
"Jennifer Widom.txt
","Jennifer Widom
","https://scholar.google.com/citations?hl=en&user=zdKmnYwAAAAJ
",349,62714,62714,40,7269,15,11896
"Jon Kleinberg.txt
","Jon Kleinberg
","https://scholar.google.com/citations?hl=en&user=VX7d5EQAAAAJ
",393,82509,86672,27,2054,14,1755
"Vivek Sarkar.txt
","Vivek Sarkar
","https://scholar.google.com/citations?hl=en&user=XjeIqxYAAAAJ
",432,16506,16506,33,3569,11,212
"Daniel Hsu.txt
","Daniel Hsu
","https://scholar.google.com/citations?hl=en&user=Bp6tvy0AAAAJ
",122,5905,5905,3,72,1,0
"Daniel Siewiorek.txt
","Daniel Siewiorek
","https://scholar.google.com/citations?hl=en&user=B13SvmAAAAAJ
",490,21103,21205,31,539,23,3225
"Jon Froehlich.txt
","Jon Froehlich
","https://scholar.google.com/citations?hl=en&user=nExKrpsAAAAJ
",141,8186,8348,15,477,1,0
"George Porter.txt
","George Porter
","https://scholar.google.com/citations?hl=en&user=aWQabOQAAAAJ
",101,4228,4228,12,451,3,151
"Donald Perlis.txt
","Donald Perlis
","https://scholar.google.com/citations?hl=en&user=v2X9gX8AAAAJ
",237,2937,2938,14,70,4,97
"Daniel Romero.txt
","Daniel Romero
","https://scholar.google.com/citations?hl=en&user=c4M3MQoAAAAJ
",48,4709,4709,6,11,0,0
"Bharath Hariharan.txt
","Bharath Hariharan
","https://scholar.google.com/citations?hl=en&user=TpglobcAAAAJ
",47,6499,6499,1,17,0,0
"Dawn Song.txt
","Dawn Song
","https://scholar.google.com/citations?hl=en&user=84WzBlYAAAAJ
",418,51696,51696,43,5128,17,551
"Kavita Bala.txt
","Kavita Bala
","https://scholar.google.com/citations?hl=en&user=Rh16nsIAAAAJ
",199,7601,7774,5,0,24,1140
"Dinesh Manocha.txt
","Dinesh Manocha
","https://scholar.google.com/citations?hl=en&user=X08l_4IAAAAJ
",500,39338,39278,11,638,27,1234
"Daniel Genkin.txt
","Daniel Genkin
","https://scholar.google.com/citations?hl=en&user=BqkyhDEAAAAJ
",45,2947,2947,1,498,0,0
"Josep Torrellas.txt
","Josep Torrellas
","https://scholar.google.com/citations?hl=en&user=zdnAkgsAAAAJ
",383,13312,13573,46,487,11,674
"Qiaozhu Mei.txt
","Qiaozhu Mei
","https://scholar.google.com/citations?hl=en&user=zr22WkQAAAAJ
",157,10057,10057,3,208,0,0
"Mark Horowitz.txt
","Mark Horowitz
","https://scholar.google.com/citations?hl=en&user=e7V7-gEAAAAJ
",500,53468,53317,43,7629,12,1056
"Jonathan Katz.txt
","Jonathan Katz
","https://scholar.google.com/citations?hl=en&user=H4rKFc8AAAAJ
",350,22642,34147,1,21,0,0
"Carl Kingsford.txt
","Carl Kingsford
","https://scholar.google.com/citations?hl=en&user=V_cvqKcAAAAJ
",130,5415,5415,6,1,7,6
"Tarek Abdelzaher.txt
","Tarek Abdelzaher
","https://scholar.google.com/citations?hl=en&user=cA28Zs0AAAAJ
",500,33384,33384,48,3187,44,1984
"Julia Hirschberg.txt
","Julia Hirschberg
","https://scholar.google.com/citations?hl=en&user=Qrd7FCoAAAAJ
",409,21085,21085,25,1831,21,1037
"Jeffrey Hollingsworth.txt
","Jeffrey Hollingsworth
","https://scholar.google.com/citations?hl=en&user=YcrMNggAAAAJ
",223,7100,7100,21,51,14,60
"Douglas Sicker.txt
","Douglas Sicker
","https://scholar.google.com/citations?hl=en&user=Pl23MTUAAAAJ
",228,4150,4150,9,29,0,0
"Mor Harchol-Balter.txt
","Mor Harchol-Balter
","https://scholar.google.com/citations?hl=en&user=Ooc7UNUAAAAJ
",267,9932,10044,3,0,42,657
